word,score
전달,8800
지원,8382
기부,5861
캠페인,5481
진행,4921
활동,3352
사랑의,3188
임직원,3171
봉사활동,2966
수상,2826
선정,2641
나눔,2330
연속,2220
후원,2180
청소년,2133
체결,1959
친환경,1937
성금,1876
지역,1870
코로나19,1777
장학금,1743
기탁,1717
프로젝트,1655
아동,1604
장애인,1527
기부금,1487
모집,1483
실시,1415
대상,1394
실천,1326
경영,1279
현대차,1272
대한민국,1259
확대,1259
발간,1259
현대차그룹,1212
프로그램,1198
대학생,1176
후원금,1176
연말,1145
봉사,1130
어린이,1123
글로벌,1108
행사,1089
삼성전자,1076
사회공헌,1066
강화,1028
코로나,1023
기업,986
조성,978
신한은행,940
전개,919
추진,905
사업,866
극복,856
일자리,844
디지털,842
활성화,837
전국,829
lg전자,823
동참,819
환경,815
1억원,810
헌혈,793
기증,792
온라인,791
챌린지,785
참여,774
우리금융,772
봉사단,771
소상공인,766
발대식,733
부산,728
청년,719
출범,712
나선다,711
선물,709
성료,694
교육,685
운영,680
저소득,664
물품,662
부영그룹,662
지속가능경영보고서,661
카카오,653
협력,652
장관상,649
베트남,641
확산,637
상생,632
삼성,629
창립,620
지원사업,606
연탄,593
국내,592
돕는다,591
포토,585
표창,585
현대모비스,584
창출,583
육성,582
서울시,581
esg경영,579
신한카드,579
비대면,577
스타벅스,572
자립준비청년,561
플로깅,560
한국타이어,558
지난해,556
저소득층,550
현대엔지니어링,548
nh농협은행,547
개선,543
개최,542
hdc현대산업개발,540
가치,536
겨울나기,536
lg유플러스,533
신한금융,533
가정,522
제작,520
효성,510
서비스,508
마스크,507
kb국민은행,504
전달식,504
에쓰오일,501
lg화학,498
어르신,498
1000만원,497
한화,497
에너지,491
올해,487
돌파,481
주거환경,481
펼쳐,480
브랜드,479
문화,478
공모전,474
나서,467
추석,464
스타트업,463
만들기,461
esg,460
인재,460
업무협약,458
멘토링,456
제공,447
지속,441
탄소중립,440
5000만원,438
상당,431
이재용,428
우리은행,428
부문,427
손잡고,426
도시락,426
한화투자증권,424
지속가능경영,421
김장김치,418
착한,417
시작,413
가족,413
온정,412
kt스카이라이프,411
김장,411
행복,408
동행,407
한화그룹,405
포스코,403
보고서,401
은행권,400
오비맥주,400
gs칼텍스,399
경기도,398
2024,398
아동에,397
출시,397
도서관,397
아름다운,396
언택트,396
시상식,394
코리아,394
카카오게임즈,393
이벤트,392
대표,392
돕는,391
우수기업,390
인정기업,389
대통령,387
재능기부,386
sk하이닉스,386
농협,385
명절,385
평가,384
2023,384
성과,383
참가자,379
대한항공,378
사장,378
소아암,374
기념,369
발전,368
인증,366
인정제,362
지원금,361
취약계층,359
박차,358
발달장애인,358
2억원,355
공개,354
세븐일레븐,353
공모,352
