word,score
지원,3281
기부,3045
사회공헌,2912
전달,2839
진행,2019
캠페인,1924
개최,1862
esg,1680
나눔,1672
수상,1585
활동,1348
사랑의,1340
실시,1295
후원,1289
취약계층,1229
선정,1202
체결,1171
임직원,1152
업무협약,1115
대상,1106
봉사활동,1084
성금,1079
기탁,1039
아동,1005
지역,970
협약,883
연속,882
회장,870
경영,866
실천,862
청소년,847
기업,838
행사,770
친환경,760
기부금,758
코로나19,757
장학금,750
모집,739
어린이,719
사업,685
프로젝트,651
참여,649
발간,645
조성,640
장애인,635
봉사,634
확대,628
교육,620
성료,616
취약계층에,595
추진,594
대표,590
따뜻한,585
지역사회,582
후원금,575
표창,573
사회적,569
강화,569
동참,563
앞장,562
지역사회공헌,560
전개,550
연말,546
프로그램,544
현대차,541
사회공헌활동,540
상생,537
대한민국,531
헌혈,530
기증,522
맞손,511
대학생,502
개선,499
글로벌,495
소외계층,494
운영,487
코로나,485
포토,484
2024,481
나서,479
물품,479
가치,477
상당,475
1억원,468
극복,466
현대차그룹,448
mou,447
삼성,446
창출,445
창립,443
선물,443
청년,443
2023,438
이웃사랑,432
펼쳐,432
일자리,428
전국,425
2020,424
부산,423
삼성전자,422
신한은행,420
환경,419
활성화,418
esg경영,416
출범,412
올해,411
디지털,403
피해,401
함께하는,393
협력,389
온라인,383
육성,379
미래,377
lg전자,371
획득,370
1위,369
2021,367
연탄,367
2022,367
챌린지,365
나선다,362
사회,361
효성,359
우리금융,355
맞이,353
소상공인,350
출시,349
봉사단,347
기념,346
동행,345
최초,334
1억,333
인재,329
국내,328
발대식,328
확산,327
기아,326
지속가능경영보고서,322
서울,322
추석,322
어르신,321
오픈,319
kcc,314
베트남,312
서울시,312
카카오,311
가정,309
은행,309
장관상,309
저소득,307
릴레이,306
플로깅,305
부문,304
제공,302
에너지,300
제작,300
공개,296
롯데,296
부영그룹,295
lg,295
1000만원,294
마스크,291
세계,290
한화,290
문화,289
사장,289
이웃돕기,289
희망,288
비대면,286
넷마블문화재단,279
최대,279
지원사업,278
돌파,276
돕는다,276
nh농협은행,275
2년,273
브랜드,271
찾아가는,270
ktg,270
시작,269
자립준비청년,267
착한,267
롯데건설,266
lg화학,266
저소득층,264
스타벅스,263
서비스,263
지난해,262
신한카드,260
겨울나기,260
공모,257
에쓰오일,256
자립,256
전달식,255
신한금융,253
3년,251
성과,251
한국타이어,248
김장,248
농협,247
현대엔지니어링,247
bbq,246
구축,245
금융,245
현대모비스,245
lg유플러스,244
기금,243
다양한,242
지속,242
온정,241
ai,241
hdc현대산업개발,239
눈길,237
5000만원,236
노사,236
박차,236
공모전,235
투자,234
sk,234
개소,234
예방,234
lgu,234
최고,233
멘토링,233
규모,232
열어,232
맞춤형,232
도시락,230
kb국민은행,229
시행,228
김장김치,227
kt,227
스타트업,226
성장,225
가족,225
초청,224
주거환경,224
이재용,222
2억원,222
소외계층에,222
행복,222
만들기,222
우리은행,220
lh,220
보고서,219
인천,217
발표,217
포스코,217
양성,217
코리아,216
개관,215
탄소중립,215
이벤트,215
평가,214
경기도,214
꿈나무,214
시상식,214
아동에,212
대구,212
인정기업,212
누적,211
언택트,211
돕기,211
사랑,209
우수기업,209
발전,209
명절,208
대통령,208
아름다운,208
김치,208
은행권,206
공동,206
여성,205
인증,205
손잡고,205
앞두고,205
kt스카이라이프,205
모아,205
돕는,204
차량,204
2000만원,204
소아암,203
응원,203
오비맥주,203
가장,203
한국마사회,202
무료,201
인정제,200
한국,200
복구,200
책임,197
gs칼텍스,197
spc그룹,197
신설,195
hug,195
csr,195
가입,194
참가자,194
신협,194
시대,193
캠코,193
재능기부,193
지속가능경영,191
농촌,191
한화그룹,191
추석맞이,191
공헌,191
혁신,190
sk하이닉스,190
도서관,189
한화투자증권,188
롯데홈쇼핑,188
쾌척,187
카카오게임즈,186
지원금,185
이웃,184
넥슨,184
튀르키예,184
3000만원,183
작년,183
실현,182
업무,182
꾸러미,182
a등급,181
설치,180
기여,180
인정기관,179
해소,179
걸음,179
달성,178
세븐일레븐,178
업계,177
찾아,176
대한항공,176
spc,175
독거노인,175
산불,175
삼표그룹,175
사랑나눔,174
넷마블,174
제품,174
중소기업,174
건강한,171
제주,171
이사장,171
플랫폼,171
발굴,170
3억원,170
쪽방촌,170
받아,169
생필품,169
최우수,169
자원봉사,169
도서,169
이건희,169
선임,168
사회적가치,168
결식,168
고객,168
복지,168
개발,167
장관,167
지급,167
발달장애인,166
10억원,166
담은,166
안전,165
이웃에,165
보호,165
서포터즈,165
5년,164
위기,164
해외,164
농협은행,164
알림,164
2023년,163
금융교육,163
우수,162
4년,162
kb국민카드,161
환아,161
부산시,161
하나금융,160
소외,160
공식,160
행복얼라이언스,160
일손돕기,160
나선,160
그룹,159
현대제철,159
홍보대사,159
하이트진로,159
설립,158
장애,158
호반그룹,158
판매,158
국가유공자,158
어려운,158
학생,158
플라스틱,156
적극,156
가정에,156
선도,155
건강,155
재활용,155
희망의,154
ibk기업은행,154
전통시장,154
2024년,153
교수,153
그린,153
활용,153
광주,152
취업,152
취약,152
종합,151
하이투자증권,151
치킨,151
행복한,151
페스티벌,151
hmm,151
이웃사랑성금,151
장학생,151
10억,151
다문화,150
유공,150
가정의,150
코스콤,149
여름나기,149
농산물,149
취임,149
3년간,148
kb증권,148
새로운,148
재단,147
캄보디아,147
크리스마스,147
수익금,146
한수원,146
온기,146
올해도,145
등급,145
협력사,144
동서발전,144
주거,144
2022년,144
마련,144
교통안전,143
활발,143
2021년,143
콘서트,143
지역사회와,142
광주은행,142
공연,142
기업은행,142
존경받는,141
동서식품,141
환경정화,141
설맞이,140
2억,140
아카데미,140
감사패,140
사회복지공동모금회에,140
교실,140
분야,140
홈앤쇼핑,138
상반기,138
대전,138
키트,138
출연,138
농협금융,138
now,138
결식아동,137
신규,137
해결,137
체험,137
마음,137
미래세대,136
만든,136
경북,136
대회,136
보건복지부,136
kcc글라스,136
대응,136
현대위아,136
나눔행사,135
bmw,135
삼계탕,135
db손보,135
돌봄,134
위촉,134
미래에셋생명,134
5억원,134
울산,134
오리온,134
kb손보,134
유한킴벌리,134
한국토요타,134
소통,134
문화예술,133
포르쉐코리아,133
손길,133
영상,133
드림,132
10년,132
참가,132
태광그룹,132
현대건설,132
선발,132
대한적십자사,132
10주년,132
수여,131
스포츠,131
2020년,131
인정,131
동반성장,130
태양광,130
공로,130
시장,130
cj,130
도입,130
아이디어,130
걷기,129
대비,129
직접,129
김범수,129
코웨이,129
교보생명,128
국민,128
신중년,128
정의선,128
통한,128
통합,128
세상,128
인천공항공사,127
건립,127
새마을금고,126
지역아동센터,126
도약,126
집중호우,126
노인,126
채용,126
스마일게이트,126
스마트,126
gh,125
매출,125
본격화,125
선포,125
전남,124
본격,124
신임,124
방문,124
다문화가정,123
결식우려아동,123
청소년에,123
지속가능한,123
lg이노텍,123
nh투자증권,122
노력,122
영향력,121
최태원,121
우려,121
기념식,121
재개,121
복지시설,121
맞은,121
넘어,120
나눔활동,120
부영,120
지역아동센터에,120
직원,120
경제,120
선한,120
연계,120
dl이앤씨,119
비전,119
생태계,119
게임,119
국민은행,119
올해의,118
콘텐츠,118
농가,118
창업,117
수료식,117
공공기관,117
기술,117
이노션,117
캠프,117
의료,116
목표,116
애경산업,116
2기,116
전시회,116
전액,116
교원그룹,116
지원에,116
부회장,115
벤츠,115
도전,115
외국인,115
임직원과,115
지역사회에,114
기부로,114
대우건설,114
전환,114
수해,114
sbi저축은행,114
6년,114
사회공헌대상,114
한국투자증권,113
개막,113
gs리테일,113
정몽구,112
롯데면세점,112
기아차,112
기회,112
bnk부산은행,112
기업들,112
전기차,111
연다,111
cj올리브네트웍스,111
gs25,111
기관,111
정화,111
롯데하이마트,111
장애인의,110
학교,110
에코프로,110
다시,110
번째,110
어린이날,110
고려아연,109
정부,109
인도네시아,109
단독,109
esg위원회,109
ceo,108
시상,108
대웅제약,108
하반기,108
이중근,108
티웨이항공,108
시각장애인,108
역대,108
모금,107
겨울,107
한부모,107
kb금융,107
자원순환,107
남양유업,107
자녀,107
무상,107
3억,107
cns,107
업사이클링,106
생명나눔,106
현충원,106
1호,106
네이버,106
사회공헌에,106
상생금융,106
협업,105
사회공헌사업,105
전시,105
복지시설에,105
롯데칠성음료,105
지진,105
행복박스,104
행복나눔,104
티몬,104
지속가능,104
아이들,104
급여,104
나눔의,104
수상자,104
새해,103
가져,103
연탄나눔,103
문제,103
있는,103
마케팅,103
코딩,102
지역상생,102
대표이사,102
한화시스템,102
한화생명,101
500만원,101
신한,101
40억원,101
전략,101
디자인,100
행복더함,100
집중,100
이어,100
아성다이소,100
it,100
미혼모,100
신한금융희망재단,100
리더,100
gs,100
포럼,99
후원물품,99
추가,99
코레일,99
한화손보,99
홈플러스,99
특별한,99
선언,98
어워즈,98
어워드,98
사내,98
나눔명문기업,97
100년,97
신년사,97
마라톤,97
키운다,97
여행,97
집수리,97
중진공,97
개설,97
접수,97
논의,97
의료비,97
환경보호,96
광양제철소,96
한국남부발전,96
포르쉐,96
세종문화회관,96
역할,96
에듀윌,96
데이,96
제1회,95
sk이노베이션,95
현장,95
희망을,94
개편,94
中企,94
농어촌,94
지역에,94
주민,94
부산은행,94
사회공헌도,94
마무리,94
경쟁력,94
환경교육,94
전파,93
ls그룹,93
골프,93
향상,93
세상을,93
빗썸,93
4기,93
아프리카,93
유진그룹,92
예술,92
속도,92
5기,92
배달,92
발행,92
사각지대,92
사랑의열매,92
카페,92
ns홈쇼핑,92
인재육성,92
메타버스,92
행보,91
론칭,91
롯데제과,91
생활용품,91
서부발전,91
벽화,91
게임아카데미,91
진출,91
100억,91
삼양그룹,91
건보공단,91
발달장애,91
한국에서,91
축제,90
ict,90
상생협력,90
sk이노,90
기반,90
가구,90
긴급,90
특별,90
유공자,90
성남시,89
좋은,89
5년간,89
준공,89
행복두끼,89
작은,89
휠체어,89
주니어,89
초록우산,89
발전기금,89
나눔으로,89
아시아나항공,89
내년,89
sk가스,88
학습,88
1500만원,88
희망나눔,88
kb,88
20억원,88
대한적십자사에,88
미래재단,88
hk이노엔,88
산타,88
소방관,88
경남,88
부산엑스포,87
이어가,87
계열사,87
치료비,87
유튜브,87
롯데월드,87
김장나눔,87
모델,87
필요,87
약속,87
주거환경개선,87
유치,87
sw,87
가꾸기,87
진로,87
소비,87
광주시,87
kb손해보험,86
시니어,86
사회공헌위원회,86
시설,86
100억원,86
신한금융그룹,86
나눔문화,86
작품,86
반도체,86
영등포,85
환자,85
국무총리,85
선행,85
가족과,85
나누는,85
소비자,85
한전,85
홍보,85
중학생,85
후손,85
커뮤니티,85
골든블루,85
lg헬로비전,85
특강,85
초등학생,85
근로자,85
중기중앙회,84
저축은행중앙회,84
soil,84
아모레퍼시픽,84
성공,84
금호석유화학,84
하나금융그룹,84
꿈을,84
지역경제,84
현대로템,83
반도건설,83
산불피해,83
참석,83
독립유공자,83
롯데케미칼,83
난방비,83
경기,83
금융권,83
사랑의열매에,82
유한양행,82
매년,82
여수공장,82
구호,82
호국보훈의,82
역량,82
공유,82
운동,82
1천만원,82
바디프랜드,82
중기,81
교육기부,81
계층,81
두산,81
dgb금융그룹,81
의료진,81
5억,81
미래에셋증권,81
1만,81
인재양성,81
기업의,81
하나증권,80
공급,80
대신,80
20주년,80
이마트24,80
저축은행,80
dgb금융,80
리모델링,80
한국거래소,80
신입사원,79
맞춤,79
바자회,79
실적,79
결실,79
지원한다,79
제3회,79
정책,79
강원도,79
sk네트웍스,79
현대글로비스,79
의장,79
사회적기업,79
롯데쇼핑,79
유진투자증권,79
1억5000만원,79
동아제약,79
협약식,78
어르신에,78
치료,78
미래에셋박현주재단,78
취약층,78
교촌치킨,78
감사,78
참여형,78
우수기관,78
현지,78
최우수상,78
나누기,78
cj제일제당,78
하는,78
이사회,78
나눠,78
sc제일은행,78
우리금융미래재단,77
목소리,77
3기,77
자동차,77
천원의,77
편입,77
바인그룹,77
시스템,77
발족,77
건협,77
1기,77
완료,77
인터뷰,77
충남,77
어린이집,77
탄소,76
인생,76
위생용품,76
경기관광공사,76
방역,76
게임콘서트,76
10년간,76
구슬땀,76
확보,76
임원,76
20억,76
서울시와,76
공부방,75
소외된,75
편의점,75
ls일렉트릭,75
의료봉사,75
공간,75
안양시,75
활동으로,75
유소년,75
전남개발공사,75
부산항만공사,75
1000만,75
연말연시,75
은행연합회,75
40억,75
esg평가,75
이마트,75
10년째,74
사회복지시설,74
장병,74
모빌리티,74
쪽방촌에,74
포스코인터,74
그룹홈,74
여수광양항만공사,74
그리기,74
참전용사,74
재능,74
여름,74
지구의,74
100,73
헌혈증,73
초등생,73
훈훈,73
전북,73
2030,73
전하는,73
챔피언십,73
구호물품,73
cj나눔재단,73
생수,73
렉서스,73
숲으로,73
적립,73
화재,73
농협중앙회,72
30주년,72
한가위,72
생활,72
금감원,72
계룡건설,72
1년,72
유기동물,72
dl건설,72
부산경남,72
투입,72
롯데웰푸드,72
임직원들,72
마포구,72
환경개선,72
선수,71
소비자중심경영,71
sh수협은행,71
영예,71
평가서,71
동국제강,71
매일유업,71
할인,71
화장품,71
전문가,71
무학,71
대전시,71
놀이터,71
복지부,71
나눔국민대상,71
롱기스트,71
포항,71
대기업,71
사회복지기관에,71
경영대상,71
중심,70
진심,70
증가,70
나무,70
롯데백화점,70
4대,70
창단,70
인천시,70
광주신세계,70
skt,70
노랑풍선,70
흥국생명,70
중장년,70
세미나,70
공익법인,70
신세계,70
사업에,70
렛츠런파크,70
교체,70
인도,70
아동복지시설,70
종료,70
생명,69
5대,69
강원랜드,69
식료품,69
농촌일손돕기,69
제2회,69
사용,69
토요타,69
조기,69
마사회,69
묘역,69
여의도,69
이웃과,69
복지기관에,69
갤러리아百,68
주목,68
조폐공사,68
부산지역,68
상품,68
증진,68
코오롱,68
고용,68
환경의,68
의료진에,68
금상,68
한국동서발전,68
삼성물산,68
협력사와,68
에어부산,68
소재,68
50주년,68
한화토탈,68
중국,68
계약,68
통큰,67
기후변화,67
지지,67
작가,67
시동,67
개시,67
선포식,67
상생경영,67
이사장에,67
의류,67
abl생명,67
모든,67
산타원정대,67
복원,67
이복현,67
국내외,67
꿈꾸는,67
해단식,67
창업주,67
굿윌스토어,67
음식,67
교통약자,67
사회공헌백서,67
응원합니다,67
식사,66
소방공무원,66
한샘,66
전문,66
모금액,66
금리,66
4000만원,66
네오플,66
관리,66
포스코건설,66
급식,66
든든한,66
작은도서관,66
수익,66
영등포구,66
소셜벤처,66
성황리,66
변화,66
5천만원,66
대학,66
환우,66
캠페인으로,66
나눠요,66
홈페이지,66
해피포인트,65
문화체험,65
콘진원,65
금투협,65
새마을금고중앙회,65
나눔캠페인,65
어버이날,65
고려대,65
라이나생명,65
롯데百,65
현대백화점,65
트렌드,65
벽화그리기,65
클린리더스,65
과학,65
혈액,65
가구에,65
nh농협손보,65
25,65
bgf리테일,65
확장,65
사회적경제,65
환경부와,65
gs그룹,65
참여자,65
규제,65
노루페인트,65
사회복지시설에,65
피해복구,65
6기,65
시민,64
365mc,64
아우디폭스바겐코리아,64
공모사업,64
한강,64
격차,64
강원,64
위원회,64
sgi서울보증,64
온택트,64
서울대,64
